dish_id,real_grams,density_est,midas_4.0,midas_6.0,midas_8.0,midas_10.0,midas_12.0,midas_15.0,midas_20.0
dish_1557863012,31.0,716.7543639165115,211.44944463042515,317.17416694563775,422.8988892608503,528.6236115760629,634.3483338912755,792.9354173640943,1057.2472231521258
dish_1558114086,143.0,716.7543639165115,134.70965295425387,202.0644794313808,269.41930590850774,336.77413238563463,404.1289588627616,505.16119857845194,673.5482647712693
dish_1558114523,18.0,716.7543639165115,171.83032657308635,257.7454898596295,343.6606531461727,429.5758164327158,515.490979719259,644.3637246490738,859.1516328654316
dish_1558115601,111.0,716.7543639165115,154.2236277755634,231.33544166334508,308.4472555511268,385.55906943890847,462.67088332669016,578.3386041583627,771.1181388778169
dish_1558116090,91.0,716.7543639165115,171.22543588753868,256.83815383130803,342.45087177507736,428.06358971884674,513.6763076626161,642.09538457827,856.1271794376935
dish_1558378634,315.0,716.7543639165115,121.9947471861826,182.99212077927388,243.9894943723652,304.98686796545644,365.98424155854775,457.48030194818466,609.9737359309129
dish_1558380014,134.0,716.7543639165115,202.3181705541397,303.47725583120956,404.6363411082794,505.7954263853493,606.9545116624191,758.6931395780239,1011.5908527706986
dish_1558628339,13.0,716.7543639165115,377.83293538889194,566.7494030833379,755.6658707777839,944.5823384722299,1133.4988061666759,1416.873507708345,1500.0
dish_1558629041,226.0,716.7543639165115,301.72689730664723,452.5903459599708,603.4537946132945,754.3172432666181,905.1806919199416,1131.4758648999273,1500.0
dish_1558632080,68.0,716.7543639165115,369.2933765675087,553.9400648512631,738.5867531350174,923.2334414187717,1107.8801297025261,1384.8501621281575,1500.0
dish_1558632445,91.0,716.7543639165115,358.48921584063135,537.733823760947,716.9784316812627,896.2230396015782,1075.467647521894,1344.3345594023672,1500.0
dish_1558637247,111.0,716.7543639165115,314.96097656167007,472.44146484250507,629.9219531233401,787.4024414041752,944.8829296850101,1181.1036621062626,1500.0
dish_1558639221,98.0,716.7543639165115,223.46248102434572,335.1937215365186,446.92496204869144,558.6562025608644,670.3874430730372,837.9843038412965,1117.3124051217287
dish_1558639362,342.0,716.7543639165115,309.00325530661394,463.5048829599209,618.0065106132279,772.5081382665348,927.0097659198418,1158.7622073998023,1500.0
dish_1558639818,59.0,716.7543639165115,340.55497686258764,510.83246529388146,681.1099537251753,851.387442156469,1021.6649305877629,1277.0811632347036,1500.0
dish_1558640418,35.0,716.7543639165115,281.6552309430362,422.4828464145542,563.3104618860724,704.1380773575904,844.9656928291084,1056.2071160363857,1408.2761547151808
dish_1558640593,116.0,716.7543639165115,265.5003757411129,398.25056361166935,531.0007514822258,663.7509393527823,796.5011272233387,995.6264090291735,1327.5018787055646
dish_1558640604,117.0,716.7543639165115,253.495764103753,380.24364615562945,506.991528207506,633.7394102593825,760.4872923112589,950.6091153890736,1267.478820518765
dish_1558718009,76.0,716.7543639165115,322.6686889330409,484.0030333995614,645.3373778660819,806.6717223326023,968.0060667991228,1210.0075834989034,1500.0
dish_1558722434,47.0,716.7543639165115,283.26755504342384,424.9013325651357,566.5351100868477,708.1688876085595,849.8026651302714,1062.2533314128393,1416.337775217119
dish_1558725353,94.0,716.7543639165115,221.92157083403248,332.8823562510487,443.84314166806496,554.8039270850812,665.7647125020974,832.2058906276218,1109.6078541701625
dish_1559242221,114.0,716.7543639165115,388.5026759634254,582.7540139451381,777.0053519268508,971.2566899085635,1165.5080278902763,1456.8850348628453,1500.0
dish_1559245979,203.0,716.7543639165115,289.8015774957398,434.70236624360973,579.6031549914796,724.5039437393497,869.4047324872195,1086.7559156090242,1449.0078874786993
dish_1559578599,193.0,716.7543639165115,282.7065995487834,424.0598993231751,565.4131990975668,706.7664988719584,848.1197986463502,1060.1497483079377,1413.532997743917
dish_1559678083,66.0,716.7543639165115,252.563538302753,378.8453074541295,505.127076605506,631.4088457568826,757.690614908259,947.1132686353238,1262.817691513765
dish_1559849097,325.0,716.7543639165115,331.44632829885023,497.16949244827543,662.8926565977005,828.6158207471258,994.3389848965509,1242.9237311206884,1500.0
dish_1560356523,92.0,716.7543639165115,298.1688133046344,447.2532199569516,596.3376266092688,745.4220332615861,894.5064399139033,1118.133049892379,1490.8440665231722
dish_1560368738,225.0,716.7543639165115,344.7128078346821,517.0692117520232,689.4256156693642,861.7820195867055,1034.1384235040464,1292.673029380058,1500.0
dish_1560441288,72.0,716.7543639165115,212.0921356435834,318.1382034653751,424.1842712871668,530.2303391089586,636.2764069307502,795.3455086634378,1060.4606782179171
dish_1560443474,317.0,716.7543639165115,328.8932681971236,493.33990229568536,657.7865363942472,822.2331704928089,986.6798045913707,1233.3497557392134,1500.0
dish_1560444637,285.0,716.7543639165115,438.4918661753253,657.7377992629879,876.9837323506506,1096.2296654383133,1315.4755985259758,1500.0,1500.0
dish_1560444985,264.0,716.7543639165115,146.99484487146825,220.49226730720238,293.9896897429365,367.4871121786706,440.98453461440477,551.230668268006,734.9742243573412
dish_1560455059,134.0,716.7543639165115,250.6109599876031,375.91643998140466,501.2219199752062,626.5273999690078,751.8328799628093,939.7910999535117,1253.0547999380155
dish_1560456853,501.0,716.7543639165115,298.42165853398615,447.6324878009792,596.8433170679723,746.0541463349654,895.2649756019584,1119.081219502448,1492.1082926699307
dish_1560526408,51.0,716.7543639165115,204.78358242787607,307.1753736418141,409.56716485575214,511.9589560696902,614.3507472836282,767.9384341045353,1023.9179121393804
dish_1560798928,399.0,716.7543639165115,312.1557547808197,468.2336321712295,624.3115095616394,780.3893869520491,936.467264342459,1170.5840804280738,1500.0
dish_1561061593,52.0,716.7543639165115,173.70957703752333,260.564365556285,347.41915407504666,434.2739425938083,521.12873111257,651.4109138907124,868.5478851876165
dish_1561134102,81.0,716.7543639165115,334.3822790608132,501.57341859121976,668.7645581216264,835.9556976520329,1003.1468371824395,1253.9335464780493,1500.0
dish_1561404485,349.0,716.7543639165115,134.04953141028062,201.07429711542093,268.09906282056124,335.1238285257016,402.14859423084187,502.6857427885524,670.2476570514032
dish_1561405887,139.0,716.7543639165115,162.176068217328,243.26410232599204,324.352136434656,405.44017054332005,486.5282046519841,608.16025581498,810.8803410866401
dish_1561405912,196.0,716.7543639165115,171.7633044732271,257.64495670984064,343.5266089464542,429.40826118306774,515.2899134196813,644.1123917746016,858.8165223661355
dish_1561574974,152.0,716.7543639165115,142.1906488037398,213.2859732056097,284.3812976074796,355.4766220093495,426.5719464112194,533.2149330140243,710.953244018699
dish_1561575688,362.0,716.7543639165115,406.33940650143927,609.5091097521589,812.6788130028785,1015.8485162535981,1219.0182195043178,1500.0,1500.0
dish_1561746970,363.0,716.7543639165115,243.89695876024433,365.8454381403665,487.79391752048866,609.7423969006109,731.690876280733,914.6135953509163,1219.4847938012217
dish_1561749908,472.0,716.7543639165115,170.22041198725253,255.3306179808788,340.44082397450507,425.55102996813133,510.6612359617576,638.326544952197,851.1020599362627
dish_1561753203,207.0,716.7543639165115,102.30468128175228,153.45702192262843,204.60936256350456,255.7617032043807,306.91404384525686,383.64255480657107,511.5234064087614
dish_1562010440,191.0,716.7543639165115,213.23301515169237,319.84952272753856,426.46603030338474,533.0825378792308,639.6990454550771,799.6238068188463,1066.1650757584616
dish_1562086037,121.0,716.7543639165115,87.79339697001595,131.6900954550239,175.5867939400319,219.48349242503986,263.3801909100478,329.22523863755976,438.9669848500797
dish_1562094877,155.0,716.7543639165115,116.46274101314933,174.694111519724,232.92548202629865,291.15685253287336,349.388223039448,436.73527879931,582.3137050657467
dish_1562096933,314.0,716.7543639165115,187.74881010615357,281.6232151592304,375.49762021230714,469.37202526538397,563.2464303184609,704.058037898076,938.7440505307679
dish_1562169840,389.0,716.7543639165115,192.9791484747974,289.4687227121961,385.9582969495948,482.4478711869935,578.9374454243922,723.6718067804903,964.895742373987
dish_1562602657,236.0,716.7543639165115,273.7754689792678,410.66320346890177,547.5509379585357,684.4386724481695,821.3264069378035,1026.6580086722543,1368.877344896339
dish_1562602918,417.0,716.7543639165115,302.6420685294576,453.9631027941864,605.2841370589152,756.6051713236441,907.9262055883728,1134.9077569854662,1500.0
dish_1562777099,306.0,716.7543639165115,344.8507824482119,517.2761736723178,689.7015648964237,862.1269561205296,1034.5523473446356,1293.1904341807945,1500.0
dish_1562785159,315.0,716.7543639165115,261.3621626605632,392.04324399084476,522.7243253211263,653.4054066514079,784.0864879816895,980.1081099771119,1306.8108133028159
dish_1562785369,232.0,716.7543639165115,319.7552953286033,479.632942992905,639.5105906572066,799.3882383215083,959.26588598581,1199.0823574822625,1500.0
dish_1562946075,297.0,716.7543639165115,193.76101031438446,290.64151547157667,387.5220206287689,484.4025257859611,581.2830309431533,726.6037886789416,968.8050515719221
dish_1562950091,290.0,716.7543639165115,232.44029807443636,348.66044711165455,464.8805961488727,581.100745186091,697.3208942233091,871.6511177791363,1162.201490372182
dish_1562959570,216.0,716.7543639165115,273.7330888651294,410.5996332976941,547.4661777302588,684.3327221628235,821.1992665953882,1026.4990832442352,1368.665444325647
dish_1563464389,17.0,716.7543639165115,186.39587622855115,279.5938143428267,372.7917524571023,465.9896905713779,559.1876286856534,698.9845358570668,931.9793811427558
dish_1563813221,38.0,716.7543639165115,189.89069765695896,284.83604648543843,379.7813953139179,474.7267441423974,569.6720929708769,712.090116213596,949.4534882847948
dish_1563827132,302.0,716.7543639165115,340.14635053626574,510.2195258043986,680.2927010725315,850.3658763406643,1020.4390516087972,1275.5488145109966,1500.0
dish_1563827162,354.0,716.7543639165115,314.09792604374763,471.14688906562145,628.1958520874953,785.2448151093693,942.2937781312429,1177.8672226640538,1500.0
dish_1563900205,301.0,716.7543639165115,353.4107794214135,530.1161691321203,706.821558842827,883.5269485535337,1060.2323382642405,1325.2904228303007,1500.0
dish_1563996251,158.0,716.7543639165115,261.3949901602648,392.0924852403971,522.7899803205296,653.4874754006619,784.1849704807942,980.2312131009928,1306.9749508013238
dish_1564171888,194.0,716.7543639165115,352.410061887564,528.6150928313459,704.820123775128,881.02515471891,1057.2301856626918,1321.537732078365,1500.0
dish_1564588567,312.0,716.7543639165115,331.9704404361994,497.9556606542991,663.9408808723988,829.9261010904984,995.9113213085982,1244.8891516357478,1500.0
dish_1564588889,346.0,716.7543639165115,275.401993835643,413.1029907534644,550.803987671286,688.5049845891074,826.2059815069288,1032.7574768836612,1377.0099691782148
dish_1564689138,223.0,716.7543639165115,195.87538496851124,293.81307745276683,391.7507699370225,489.688462421278,587.6261549055337,734.5326936319171,979.376924842556
dish_1564690194,430.0,716.7543639165115,295.3768182206966,443.06522733104487,590.7536364413932,738.4420455517414,886.1304546620897,1107.663068327612,1476.884091103483
dish_1564778057,377.0,716.7543639165115,308.76288486892395,463.1443273033859,617.5257697378479,771.9072121723098,926.2886546067718,1157.8608182584646,1500.0
dish_1565033265,625.0,716.7543639165115,276.8038357320616,415.20575359809243,553.6076714641232,692.0095893301541,830.4115071961849,1038.0143839952311,1384.0191786603082
dish_1565119418,122.0,716.7543639165115,218.9383696625564,328.40755449383454,437.8767393251128,547.345924156391,656.8151089876691,821.0188862345865,1094.691848312782
dish_1565204891,314.0,716.7543639165115,251.31740914828174,376.97611372242255,502.6348182965635,628.2935228707042,753.9522274448451,942.4402843060564,1256.5870457414085
dish_1565207662,128.0,716.7543639165115,263.3032402431263,394.95486036468947,526.6064804862526,658.2581006078158,789.9097207293789,987.3871509117237,1316.5162012156316
dish_1565370004,370.0,716.7543639165115,261.51208231432787,392.2681234714918,523.0241646286557,653.7802057858197,784.5362469429836,980.6703086787295,1307.5604115716394
dish_1565638515,165.0,716.7543639165115,246.44234601066128,369.66351901599194,492.88469202132256,616.1058650266532,739.3270380319839,924.15879753998,1232.2117300533064
dish_1565640427,42.0,716.7543639165115,291.21806445579426,436.8270966836913,582.4361289115885,728.0451611394856,873.6541933673826,1092.0677417092284,1456.0903222789711
dish_1565726812,65.0,716.7543639165115,71.67543639165113,97.9813777521107,130.64183700281427,163.30229625351785,195.9627555042214,244.95344438027678,326.6045925070357
dish_1565809120,502.0,716.7543639165115,266.1679650713275,399.2519476069913,532.335930142655,665.4199126783187,798.5038952139826,998.1298690174781,1330.8398253566374
dish_1565894858,27.0,716.7543639165115,397.4121038132007,596.1181557198012,794.8242076264014,993.5302595330018,1192.2363114396023,1490.2953892995029,1500.0
dish_1565972363,557.0,716.7543639165115,297.25046357326363,445.8756953598954,594.5009271465273,743.1261589331591,891.7513907197908,1114.6892383997388,1486.2523178663182
dish_1566332040,65.0,716.7543639165115,329.8522891670627,494.778433750594,659.7045783341254,824.6307229176566,989.556867501188,1236.946084376485,1500.0
dish_1566402041,446.0,716.7543639165115,208.68880741319867,313.03321111979795,417.37761482639735,521.7220185329966,626.0664222395959,782.5830277994951,1043.4440370659931
dish_1566402123,657.0,716.7543639165115,327.55118567939127,491.32677851908693,655.1023713587825,818.8779641984781,982.6535570381739,1228.316946297717,1500.0
dish_1566414225,88.0,716.7543639165115,199.20181379824157,298.8027206973623,398.40362759648315,498.0045344956039,597.6054413947246,747.0068017434058,996.0090689912078
dish_1566501352,170.0,716.7543639165115,330.6045703705313,495.90685555579694,661.2091407410626,826.5114259263282,991.8137111115939,1239.7671388894923,1500.0
dish_1566849387,517.0,716.7543639165115,303.1932834333485,454.7899251500227,606.386566866697,757.9832085833713,909.5798503000455,1136.9748128750568,1500.0
dish_1566931217,378.0,716.7543639165115,207.6348242278292,311.4522363417438,415.2696484556584,519.087060569573,622.9044726834876,778.6305908543594,1038.174121139146
dish_1566934366,33.0,716.7543639165115,204.56023239086423,306.84034858629633,409.12046478172846,511.40058097716064,613.6806971725927,767.1008714657409,1022.8011619543213
dish_1566934487,468.0,716.7543639165115,227.63950266909245,341.45925400363865,455.2790053381849,569.098756672731,682.9185080072773,853.6481350090966,1138.197513345462
dish_1567526888,816.0,716.7543639165115,233.21443579644657,349.82165369466986,466.42887159289313,583.0360894911164,699.6433073893397,874.5541342366746,1166.0721789822328
dish_1567613019,645.0,716.7543639165115,234.1274367472829,351.19115512092435,468.2548734945658,585.3185918682072,702.3823102418487,877.9778878023109,1170.6371837364145
dish_1568055986,76.0,716.7543639165115,386.98516027966684,580.4777404195003,773.9703205593337,967.4629006991671,1160.9554808390005,1451.1943510487506,1500.0
dish_1572031580,90.0,716.7543639165115,195.05908928618672,292.5886339292801,390.11817857237344,487.64772321546684,585.1772678585602,731.4715848232001,975.2954464309337
dish_1572035271,53.0,716.7543639165115,285.17421587200516,427.7613238080078,570.3484317440103,712.9355396800129,855.5226476160155,1069.4033095200193,1425.8710793600258
dish_1572291722,245.0,716.7543639165115,292.7410143638657,439.1115215457986,585.4820287277314,731.8525359096643,878.2230430915972,1097.7788038644965,1463.7050718193286
